Iter,MPI_error,Jacobi_error,GaussSeidel_error,Chebyshev_error
502,2.560762,0.295884,0.003753,
503,2.550062,0.292891,0.003678,
504,2.539405,0.289875,0.003605,
505,2.528791,0.286955,0.003533,
506,2.518219,0.283988,0.003462,
507,2.507690,0.281138,0.003393,
508,2.497203,0.278223,0.003325,
509,2.486758,0.275439,0.003259,
510,2.476381,0.272593,0.003194,
511,2.466100,0.269854,0.003130,
512,2.455861,0.267077,0.003067,
513,2.445662,0.264382,0.003006,
514,2.435504,0.261671,0.002946,
515,2.425387,0.259020,0.002887,
516,2.415310,0.256375,0.002829,
517,2.405273,0.253766,0.002773,
518,2.395276,0.251184,0.002718,
519,2.385318,0.248619,0.002663,
520,2.375401,0.246098,0.002610,
521,2.365523,0.243575,0.002558,
522,2.355685,0.241115,0.002507,
523,2.345886,0.238632,0.002457,
524,2.336126,0.236232,0.002408,
525,2.326405,0.233790,0.002360,
526,2.316723,0.231447,0.002313,
527,2.307080,0.229053,0.002266,
528,2.297475,0.226758,0.002221,
529,2.287909,0.224421,0.002177,
530,2.278381,0.222164,0.002133,
531,2.268891,0.219882,0.002091,
532,2.259439,0.217663,0.002049,
533,2.250026,0.215435,0.002008,
534,2.240650,0.213252,0.001968,
535,2.231311,0.211077,0.001929,
536,2.222034,0.208930,0.001890,
537,2.212836,0.206806,0.001852,
538,2.203674,0.204695,0.001815,
539,2.194549,0.202622,0.001779,
540,2.185460,0.200546,0.001744,
541,2.176407,0.198522,0.001709,
542,2.167391,0.196480,0.001675,
543,2.158410,0.194504,0.001641,
544,2.149465,0.192496,0.001608,
545,2.140557,0.190567,0.001576,
546,2.131683,0.188599,0.001545,
547,2.122846,0.186710,0.001514,
548,2.114043,0.184787,0.001484,
549,2.105276,0.182930,0.001454,
550,2.096544,0.181052,0.001425,
551,2.087847,0.179226,0.001397,
552,2.079184,0.177393,0.001369,
553,2.070557,0.175597,0.001341,
554,2.061964,0.173807,0.001315,
555,2.053405,0.172041,0.001288,
556,2.044881,0.170293,0.001263,
557,2.036391,0.168556,0.001238,
558,2.027935,0.166849,0.001213,
559,2.019512,0.165142,0.001189,
560,2.011124,0.163475,0.001165,
561,2.002770,0.161797,0.001142,
562,1.994449,0.160169,0.001119,
563,1.986192,0.158519,0.001096,
564,1.977990,0.156929,0.001075,
565,1.969821,0.155309,0.001053,
566,1.961684,0.153755,0.001032,
567,1.953579,0.152172,0.001012,
568,1.945507,0.150644,0.000991,
569,1.937468,0.149098,0.000972,
570,1.929460,0.147597,0.000952,
571,1.921485,0.146086,0.000933,
572,1.913541,0.144610,0.000915,
573,1.905630,0.143135,0.000896,
574,1.897749,0.141684,0.000878,
575,1.889901,0.140243,0.000861,
576,1.882084,0.138816,0.000844,
577,1.874298,0.137409,0.000827,
578,1.866544,0.136006,0.000810,
579,1.858820,0.134632,0.000794,
580,1.851128,0.133253,0.000778,
581,1.843466,0.131911,0.000763,
582,1.835835,0.130556,0.000748,
583,1.828235,0.129245,0.000733,
584,1.820666,0.127913,0.000718,
585,1.813126,0.126632,0.000704,
586,1.805617,0.125328,0.000690,
587,1.798138,0.124072,0.000676,
588,1.790690,0.122798,0.000662,
589,1.783271,0.121563,0.000649,
590,1.775882,0.120319,0.000636,
591,1.768563,0.119105,0.000623,
592,1.761275,0.117889,0.000611,
593,1.754016,0.116697,0.000599,
594,1.746786,0.115509,0.000587,
595,1.739585,0.114337,0.000575,
596,1.732413,0.113176,0.000564,
597,1.725270,0.112024,0.000552,
598,1.718155,0.110890,0.000541,
599,1.711069,0.109758,0.000531,
600,1.704011,0.108650,0.000520,
601,1.696982,0.107538,0.000510,
602,1.689980,0.106456,0.000499,
603,1.683007,0.105362,0.000490,
604,1.676062,0.104305,0.000480,
605,1.669144,0.103230,0.000470,
606,1.662255,0.102198,0.000461,
607,1.655393,0.101147,0.000452,
608,1.648558,0.100133,0.000443,
609,1.641751,0.099106,0.000434,
610,1.634971,0.098109,0.000425,
611,1.628219,0.097106,0.000417,
612,1.621494,0.096127,0.000408,
613,1.614795,0.095146,0.000400,
614,1.608124,0.094184,0.000392,
615,1.601480,0.093226,0.000384,
616,1.594862,0.092280,0.000377,
617,1.588271,0.091344,0.000369,
618,1.581706,0.090415,0.000362,
619,1.575182,0.089500,0.000355,
620,1.568704,0.088587,0.000347,
621,1.562251,0.087693,0.000341,
622,1.555825,0.086796,0.000334,
623,1.549424,0.085923,0.000327,
624,1.543049,0.085041,0.000321,
625,1.536699,0.084188,0.000314,
626,1.530375,0.083322,0.000308,
627,1.524076,0.082488,0.000302,
628,1.517803,0.081640,0.000296,
629,1.511554,0.080822,0.000290,
630,1.505331,0.079994,0.000284,
631,1.499133,0.079190,0.000278,
632,1.492960,0.078380,0.000273,
633,1.486811,0.077590,0.000267,
634,1.480687,0.076799,0.000262,
635,1.474588,0.076023,0.000257,
636,1.468513,0.075250,0.000252,
637,1.462463,0.074488,0.000247,
638,1.456436,0.073732,0.000242,
639,1.450435,0.072983,0.000237,
640,1.444457,0.072244,0.000232,
641,1.438503,0.071508,0.000228,
642,1.432574,0.070787,0.000223,
643,1.426668,0.070063,0.000219,
644,1.420786,0.069358,0.000214,
645,1.414927,0.068648,0.000210,
646,1.409092,0.067958,0.000206,
647,1.403281,0.067260,0.000202,
648,1.397493,0.066587,0.000198,
649,1.391754,0.065903,0.000194,
650,1.386039,0.065243,0.000190,
651,1.380348,0.064574,0.000186,
652,1.374679,0.063926,0.000182,
653,1.369033,0.063272,0.000179,
654,1.363409,0.062635,0.000175,
655,1.357808,0.061997,0.000172,
656,1.352230,0.061371,0.000168,
657,1.346674,0.060746,0.000165,
658,1.341140,0.060132,0.000162,
659,1.335629,0.059521,0.000158,
660,1.330140,0.058918,0.000155,
661,1.324672,0.058321,0.000152,
662,1.319227,0.057728,0.000149,
663,1.313804,0.057145,0.000146,
664,1.308402,0.056562,0.000143,
665,1.303022,0.055992,0.000140,
666,1.297664,0.055420,0.000138,
667,1.292327,0.054863,0.000135,
668,1.287012,0.054301,0.000132,
669,1.281718,0.053756,0.000129,
670,1.276446,0.053204,0.000127,
671,1.271194,0.052672,0.000124,
672,1.265964,0.052131,0.000122,
673,1.260755,0.051609,0.000119,
674,1.255567,0.051081,0.000117,
675,1.250400,0.050568,0.000115,
676,1.245253,0.050051,0.000112,
677,1.240127,0.049547,0.000110,
678,1.235022,0.049043,0.000108,
679,1.229948,0.048548,0.000106,
680,1.224906,0.048054,0.000104,
681,1.219883,0.047568,0.000102,
682,1.214881,0.047086,0.000100,
683,1.209899,0.046608,0.000098,
684,1.204937,0.046136,0.000096,
685,1.199995,0.045667,0.000094,
686,1.195073,0.045206,0.000092,
687,1.190171,0.044745,0.000090,
688,1.185288,0.044295,0.000088,
689,1.180425,0.043842,0.000087,
690,1.175582,0.043402,0.000085,
691,1.170758,0.042957,0.000083,
692,1.165953,0.042527,0.000081,
693,1.161168,0.042090,0.000080,
694,1.156402,0.041669,0.000078,
695,1.151655,0.041242,0.000077,
696,1.146927,0.040829,0.000075,
697,1.142219,0.040411,0.000074,
698,1.137529,0.040005,0.000072,
699,1.132858,0.039597,0.000071,
700,1.128206,0.039198,0.000069,
701,1.123572,0.038799,0.000068,
702,1.118958,0.038408,0.000067,
703,1.114362,0.038018,0.000065,
704,1.109784,0.037633,0.000064,
705,1.105225,0.037252,0.000063,
706,1.100684,0.036874,0.000061,
707,1.096162,0.036501,0.000060,
708,1.091657,0.036130,0.000059,
709,1.087171,0.035765,0.000058,
710,1.082703,0.035401,0.000057,
711,1.078270,0.035045,0.000056,
712,1.073855,0.034687,0.000054,
713,1.069458,0.034338,0.000053,
714,1.065078,0.033987,0.000052,
715,1.060717,0.033646,0.000051,
716,1.056372,0.033301,0.000050,
717,1.052046,0.032968,0.000049,
718,1.047736,0.032630,0.000048,
719,1.043444,0.032303,0.000047,
720,1.039169,0.031973,0.000046,
721,1.034911,0.031652,0.000045,
722,1.030671,0.031329,0.000045,
723,1.026448,0.031014,0.000044,
724,1.022241,0.030698,0.000043,
725,1.018052,0.030389,0.000042,
726,1.013879,0.030080,0.000041,
727,1.009723,0.029776,0.000040,
728,1.005584,0.029474,0.000039,
729,1.001461,0.029176,0.000039,
730,0.997356,0.028880,0.000038,
731,0.993266,0.028587,0.000037,
732,0.989193,0.028299,0.000036,
733,0.985137,0.028011,0.000036,
734,0.981097,0.027729,0.000035,
735,0.977073,0.027446,0.000034,
736,0.973065,0.027170,0.000034,
737,0.969074,0.026893,0.000033,
738,0.965099,0.026623,0.000032,
739,0.961139,0.026350,0.000032,
740,0.957196,0.026086,0.000031,
741,0.953269,0.025819,0.000030,
742,0.949357,0.025561,0.000030,
743,0.945466,0.025299,0.000029,
744,0.941600,0.025046,0.000029,
745,0.937749,0.024790,0.000028,
746,0.933914,0.024541,0.000027,
747,0.930094,0.024291,0.000027,
748,0.926290,0.024046,0.000026,
749,0.922501,0.023802,0.000026,
750,0.918727,0.023562,0.000025,
751,0.914968,0.023322,0.000025,
752,0.911224,0.023087,0.000024,
753,0.907496,0.022853,0.000024,
754,0.903782,0.022621,0.000023,
755,0.900084,0.022393,0.000023,
756,0.896400,0.022165,0.000022,
757,0.892731,0.021942,0.000022,
758,0.889077,0.021719,0.000022,
759,0.885438,0.021500,0.000021,
760,0.881813,0.021281,0.000021,
761,0.878203,0.021067,0.000020,
762,0.874607,0.020852,0.000020,
763,0.871026,0.020643,0.000019,
764,0.867460,0.020431,0.000019,
765,0.863907,0.020227,0.000019,
766,0.860369,0.020020,0.000018,
767,0.856846,0.019819,0.000018,
768,0.853336,0.019617,0.000018,
769,0.849841,0.019420,0.000017,
770,0.846360,0.019222,0.000017,
771,0.842892,0.019029,0.000017,
772,0.839439,0.018835,0.000016,
773,0.836000,0.018646,0.000016,
774,0.832575,0.018456,0.000016,
775,0.829163,0.018270,0.000015,
776,0.825765,0.018085,0.000015,
777,0.822389,0.017902,0.000015,
778,0.819029,0.017721,0.000014,
779,0.815683,0.017541,0.000014,
780,0.812351,0.017364,0.000014,
781,0.809032,0.017188,0.000014,
782,0.805726,0.017014,0.000013,
783,0.802434,0.016841,0.000013,
784,0.799155,0.016672,0.000013,
785,0.795889,0.016502,0.000013,
786,0.792636,0.016336,0.000012,
787,0.789396,0.016169,0.000012,
788,0.786170,0.016007,0.000012,
789,0.782956,0.015844,0.000012,
790,0.779755,0.015685,0.000011,
791,0.776568,0.015524,0.000011,
792,0.773393,0.015369,0.000011,
793,0.770231,0.015212,0.000011,
794,0.767081,0.015060,0.000010,
795,0.763944,0.014906,0.000010,
796,0.760820,0.014756,0.000010,
797,0.757709,0.014606,0.000010,
798,0.754610,0.014459,0.000010,
799,0.751524,0.014312,0.000009,
800,0.748450,0.014168,0.000009,
801,0.745388,0.014024,0.000009,
802,0.742339,0.013883,0.000009,
803,0.739302,0.013742,0.000009,
804,0.736277,0.013603,0.000009,
805,0.733265,0.013466,0.000008,
806,0.730264,0.013329,0.000008,
807,0.727276,0.013195,0.000008,
808,0.724300,0.013061,0.000008,
809,0.721336,0.012929,0.000008,
810,0.718384,0.012798,0.000008,
811,0.715443,0.012669,0.000007,
812,0.712522,0.012540,0.000007,
813,0.709615,0.012414,0.000007,
814,0.706719,0.012287,0.000007,
815,0.703834,0.012164,0.000007,
816,0.700961,0.012040,0.000007,
817,0.698100,0.011919,0.000007,
818,0.695250,0.011797,0.000006,
819,0.692412,0.011679,0.000006,
820,0.689585,0.011560,0.000006,
821,0.686770,0.011444,0.000006,
822,0.683966,0.011328,0.000006,
823,0.681173,0.011214,0.000006,
824,0.678391,0.011100,0.000006,
825,0.675621,0.010988,0.000006,
826,0.672862,0.010876,0.000005,
827,0.670114,0.010767,0.000005,
828,0.667377,0.010658,0.000005,
829,0.664651,0.010550,0.000005,
830,0.661936,0.010443,0.000005,
831,0.659232,0.010338,0.000005,
832,0.656539,0.010233,0.000005,
833,0.653856,0.010129,0.000005,
834,0.651185,0.010027,0.000005,
835,0.648524,0.009925,0.000005,
836,0.645874,0.009825,0.000004,
837,0.643235,0.009726,0.000004,
838,0.640607,0.009628,0.000004,
839,0.637989,0.009530,0.000004,
840,0.635381,0.009434,0.000004,
841,0.632784,0.009338,0.000004,
842,0.630198,0.009244,0.000004,
843,0.627622,0.009150,0.000004,
844,0.625056,0.009058,0.000004,
845,0.622501,0.008966,0.000004,
846,0.619956,0.008876,0.000004,
847,0.617422,0.008785,0.000004,
848,0.614903,0.008697,0.000004,
849,0.612396,0.008609,0.000003,
850,0.609899,0.008522,0.000003,
851,0.607412,0.008436,0.000003,
852,0.604935,0.008351,0.000003,
853,0.602468,0.008266,0.000003,
854,0.600011,0.008183,0.000003,
855,0.597563,0.008100,0.000003,
856,0.595126,0.008018,0.000003,
857,0.592699,0.007937,0.000003,
858,0.590281,0.007857,0.000003,
859,0.587873,0.007777,0.000003,
860,0.585475,0.007698,0.000003,
861,0.583086,0.007621,0.000003,
862,0.580707,0.007543,0.000003,
863,0.578338,0.007468,0.000003,
864,0.575978,0.007392,0.000003,
865,0.573627,0.007317,0.000003,
866,0.571286,0.007243,0.000002,
867,0.568955,0.007170,0.000002,
868,0.566633,0.007097,0.000002,
869,0.564320,0.007026,0.000002,
870,0.562017,0.006954,0.000002,
871,0.559723,0.006885,0.000002,
872,0.557438,0.006814,0.000002,
873,0.555163,0.006746,0.000002,
874,0.552896,0.006677,0.000002,
875,0.550639,0.006610,0.000002,
876,0.548391,0.006543,0.000002,
877,0.546152,0.006477,0.000002,
878,0.543922,0.006412,0.000002,
879,0.541701,0.006347,0.000002,
880,0.539489,0.006283,0.000002,
881,0.537286,0.006219,0.000002,
882,0.535092,0.006156,0.000002,
883,0.532906,0.006094,0.000002,
884,0.530730,0.006033,0.000002,
885,0.528566,0.005972,0.000002,
886,0.526412,0.005911,0.000002,
887,0.524267,0.005851,0.000002,
888,0.522131,0.005792,0.000002,
889,0.520004,0.005734,0.000002,
890,0.517885,0.005676,0.000002,
891,0.515775,0.005618,0.000001,
892,0.513673,0.005562,0.000001,
893,0.511579,0.005505,0.000001,
894,0.509494,0.005450,0.000001,
895,0.507418,0.005394,0.000001,
896,0.505350,0.005340,0.000001,
897,0.503290,0.005286,0.000001,
898,0.501238,0.005233,0.000001,
899,0.499195,0.005179,0.000001,
900,0.497160,0.005128,0.000001,
901,0.495133,0.005075,0.000001,
902,0.493115,0.005025,0.000001,
903,0.491104,0.004973,0.000001,
904,0.489102,0.004923,0.000001,
905,0.487107,0.004873,0.000001,
906,0.485121,0.004824,0.000001,
907,0.483143,0.004775,0.000001,
908,0.481173,0.004727,0.000001,
909,0.479210,0.004679,0.000001,
910,0.477256,0.004632,0.000001,
911,0.475309,0.004585,0.000001,
912,0.473371,0.004539,,
913,0.471440,0.004493,,
914,0.469517,0.004448,,
915,0.467602,0.004403,,
916,0.465694,0.004358,,
917,0.463794,0.004314,,
918,0.461902,0.004271,,
919,0.460018,0.004228,,
920,0.458141,0.004185,,
921,0.456271,0.004143,,
922,0.454410,0.004101,,
923,0.452556,0.004059,,
924,0.450714,0.004018,,
925,0.448879,0.003978,,
926,0.447051,0.003937,,
927,0.445231,0.003898,,
928,0.443418,0.003858,,
929,0.441613,0.003819,,
930,0.439814,0.003780,,
931,0.438023,0.003743,,
932,0.436240,0.003705,,
933,0.434463,0.003667,,
934,0.432694,0.003630,,
935,0.430931,0.003594,,
936,0.429176,0.003557,,
937,0.427428,0.003521,,
938,0.425687,0.003486,,
939,0.423953,0.003451,,
940,0.422226,0.003416,,
941,0.420506,0.003381,,
942,0.418793,0.003347,,
943,0.417087,0.003313,,
944,0.415387,0.003280,,
945,0.413695,0.003246,,
946,0.412009,0.003214,,
947,0.410330,0.003181,,
948,0.408658,0.003149,,
949,0.406993,0.003117,,
950,0.405335,0.003086,,
951,0.403683,0.003055,,
952,0.402037,0.003024,,
953,0.400399,0.002993,,
954,0.398767,0.002963,,
955,0.397142,0.002933,,
956,0.395523,0.002904,,
957,0.393910,0.002874,,
958,0.392305,0.002845,,
959,0.390705,0.002816,,
960,0.389113,0.002788,,
961,0.387526,0.002760,,
962,0.385946,0.002732,,
963,0.384374,0.002704,,
964,0.382810,0.002677,,
965,0.381253,0.002650,,
966,0.379702,0.002623,,
967,0.378157,0.002597,,
968,0.376618,0.002570,,
969,0.375086,0.002544,,
970,0.373559,0.002519,,
971,0.372039,0.002493,,
972,0.370525,0.002468,,
973,0.369017,0.002443,,
974,0.367516,0.002418,,
975,0.366020,0.002394,,
976,0.364530,0.002370,,
977,0.363046,0.002346,,
978,0.361569,0.002322,,
979,0.360097,0.002299,,
980,0.358631,0.002276,,
981,0.357171,0.002253,,
982,0.355717,0.002230,,
983,0.354269,0.002207,,
984,0.352827,0.002185,,
985,0.351390,0.002163,,
986,0.349959,0.002141,,
987,0.348535,0.002120,,
988,0.347115,0.002098,,
989,0.345702,0.002077,,
990,0.344294,0.002056,,
991,0.342892,0.002035,,
992,0.341496,0.002015,,
993,0.340105,0.001994,,
994,0.338720,0.001974,,
995,0.337340,0.001954,,
996,0.335966,0.001934,,
997,0.334598,0.001915,,
998,0.333235,0.001896,,
999,0.331878,0.001876,,
1000,0.330526,0.001857,,
